Wall time,Step,Value
1666034918.5983682,49752,0.9552232027053833
1666034940.3406298,52013,0.9531883001327515
1666035329.944568,92253,0.916972279548645
1666036892.9040835,254728,0.770744800567627
1666037133.4726448,276857,0.7508286833763123
1666037656.7489996,330337,0.702696681022644
1666038207.1176126,385772,0.6528052091598511
1666038909.1336694,457858,0.5879278182983398
1666039654.440042,529260,0.5236660242080688
1666041560.829821,711319,0.3598128855228424
1666042539.3141942,807146,0.27356860041618347
1666042567.6309867,809754,0.271221399307251
1666043135.466319,866600,0.22006000578403473
1666043243.0389977,877265,0.21046149730682373
1666043345.3507645,886717,0.2019546926021576
1666043595.288203,910935,0.18015849590301514
1666044909.4366758,1037207,0.10000000149011612
1666045464.5700274,1090915,0.10000000149011612
1666045532.9363103,1097872,0.10000000149011612
1666046957.9575136,1230803,0.10000000149011612
1666047461.0709727,1280962,0.10000000149011612
1666048683.2530258,1401318,0.10000000149011612
1666049106.2568896,1441799,0.10000000149011612
1666049147.64381,1445270,0.10000000149011612
1666049176.2542622,1448059,0.10000000149011612
1666049342.0167704,1463811,0.10000000149011612
1666049870.340548,1516686,0.10000000149011612
1666049905.7552397,1520334,0.10000000149011612
1666050309.400217,1559391,0.10000000149011612
1666051060.9632683,1631462,0.10000000149011612
1666051676.0163887,1689880,0.10000000149011612
1666051931.7640378,1715016,0.10000000149011612
1666053148.3297665,1834190,0.10000000149011612
1666055312.7485948,2040679,0.10000000149011612
1666055354.2008593,2044670,0.10000000149011612
1666055571.162607,2064482,0.10000000149011612
1666056326.6038418,2135330,0.10000000149011612
1666057312.771532,2229698,0.10000000149011612
1666058036.6470547,2299258,0.10000000149011612
1666058316.3690145,2325239,0.10000000149011612
1666059671.249185,2454642,0.10000000149011612
1666059711.6585436,2458352,0.10000000149011612
1666060008.516411,2485112,0.10000000149011612
1666060213.16666,2504987,0.10000000149011612
1666060986.0046034,2577980,0.10000000149011612
1666061099.1111312,2588550,0.10000000149011612
1666061117.1468182,2590299,0.10000000149011612
1666061227.6649082,2600892,0.10000000149011612
1666061239.4245303,2602025,0.10000000149011612
1666061674.5967627,2642745,0.10000000149011612
1666062525.665987,2720342,0.10000000149011612
