Wall time,Step,Value
1665899507.5100613,49752,0.9552232027053833
1665899886.639856,92253,0.916972279548645
1665901252.536782,254728,0.770744800567627
1665901444.025959,276857,0.7508286833763123
1665902363.5254452,385772,0.6528052091598511
1665902972.2132797,457858,0.5879278182983398
1665903574.1390986,529260,0.5236660242080688
1665905145.8597646,711319,0.3598128855228424
1665906000.4197884,809754,0.271221399307251
1665906477.8531625,866600,0.22006000578403473
1665906568.3277044,877265,0.21046149730682373
1665906868.2200322,910935,0.18015849590301514
1665907977.0503547,1037207,0.10000000149011612
1665908432.5514565,1090915,0.10000000149011612
1665909677.2091753,1230803,0.10000000149011612
1665910100.7607093,1280962,0.10000000149011612
1665911186.7533913,1401318,0.10000000149011612
1665911581.0097067,1445270,0.10000000149011612
1665911746.5650125,1463811,0.10000000149011612
1665912612.6162066,1559391,0.10000000149011612
1665913260.1475224,1631462,0.10000000149011612
1665913770.444645,1689880,0.10000000149011612
1665913983.9385834,1715016,0.10000000149011612
1665915046.658995,1834190,0.10000000149011612
1665916906.461558,2040679,0.10000000149011612
1665916956.2765524,2044670,0.10000000149011612
1665917132.972872,2064482,0.10000000149011612
1665919495.852278,2325239,0.10000000149011612
1665920606.9620092,2454642,0.10000000149011612
1665920634.1103003,2458352,0.10000000149011612
1665920874.4384341,2485112,0.10000000149011612
1665921665.945155,2577980,0.10000000149011612
1665921769.9182577,2588550,0.10000000149011612
1665921782.745526,2590299,0.10000000149011612
1665921861.4473934,2600892,0.10000000149011612
1665922963.4480472,2720342,0.10000000149011612
1665923180.1336446,2744371,0.10000000149011612
1665923854.523876,2818074,0.10000000149011612
1665924368.476453,2873320,0.10000000149011612
1665924903.0458324,2930359,0.10000000149011612
1665924989.1283057,2937363,0.10000000149011612
1665925698.3542204,3013258,0.10000000149011612
1665926771.8234055,3132678,0.10000000149011612
1665927295.2172828,3192641,0.10000000149011612
1665927507.849914,3216903,0.10000000149011612
1665928079.6201246,3279531,0.10000000149011612
1665928180.0398176,3292776,0.10000000149011612
1665928331.262259,3306573,0.10000000149011612
1665928818.3625972,3358674,0.10000000149011612
1665930096.7463481,3499132,0.10000000149011612
1665932006.2201657,3707855,0.10000000149011612
1665933109.2312388,3822286,0.10000000149011612
1665933648.96518,3880041,0.10000000149011612
1665934253.8181071,3946578,0.10000000149011612
1665934623.3536618,3987465,0.10000000149011612
1665935325.8205187,4061812,0.10000000149011612
1665935725.6340387,4104993,0.10000000149011612
1665935926.1503227,4124488,0.10000000149011612
1665937468.5415127,4289241,0.10000000149011612
1665938245.81347,4374594,0.10000000149011612
1665939279.3305814,4483373,0.10000000149011612
1665940136.0536075,4575745,0.10000000149011612
1665941008.9282784,4675504,0.10000000149011612
1665941276.8094246,4701536,0.10000000149011612
1665942218.8170211,4801262,0.10000000149011612
1665943015.0157754,4888047,0.10000000149011612
1665943886.3350632,4979833,0.10000000149011612
1665944876.5250862,5086750,0.10000000149011612
1665945094.7138882,5107776,0.10000000149011612
1665945139.246392,5113628,0.10000000149011612
1665945224.616693,5122932,0.10000000149011612
1665945463.4410272,5148957,0.10000000149011612
1665945844.5182405,5185151,0.10000000149011612
1665946169.7233276,5221052,0.10000000149011612
1665946899.410306,5300299,0.10000000149011612
1665947029.645652,5316008,0.10000000149011612
1665947803.2751114,5395099,0.10000000149011612
1665948449.2453964,5463273,0.10000000149011612
1665951663.0283363,5810306,0.10000000149011612
1665951670.8614423,5811392,0.10000000149011612
1665952247.3672576,5872718,0.10000000149011612
1665952969.1489983,5945725,0.10000000149011612
1665955270.2498562,6193647,0.10000000149011612
1665955397.710448,6209311,0.10000000149011612
1665956953.4101117,6375263,0.10000000149011612
1665957843.8486862,6475602,0.10000000149011612
1665958044.5624003,6496268,0.10000000149011612
1665958218.1122835,6513520,0.10000000149011612
1665958492.2313838,6542842,0.10000000149011612
1665958972.6326196,6594721,0.10000000149011612
1665959098.641817,6611092,0.10000000149011612
1665960581.6092563,6775778,0.10000000149011612
1665961747.2232075,6901885,0.10000000149011612
1665962248.862191,6952131,0.10000000149011612
1665962411.4414904,6972832,0.10000000149011612
1665962905.554346,7027673,0.10000000149011612
1665964351.73484,7181947,0.10000000149011612
1665965141.2325244,7271631,0.10000000149011612
1665966856.6164572,7460289,0.10000000149011612
1665967055.165141,7484585,0.10000000149011612
1665967143.3573165,7489298,0.10000000149011612
1665967606.9529717,7540501,0.10000000149011612
1665967648.6226196,7545773,0.10000000149011612
1665968052.825848,7592518,0.10000000149011612
1665968438.645035,7629808,0.10000000149011612
1665968841.2538872,7678923,0.10000000149011612
1665970357.7145748,7847359,0.10000000149011612
1665970507.6604414,7867021,0.10000000149011612
1665970996.7353635,7919818,0.10000000149011612
1665971902.745549,8021000,0.10000000149011612
1665974420.6283762,8302814,0.10000000149011612
1665976998.3434908,8591149,0.10000000149011612
1665977120.1612864,8601445,0.10000000149011612
1665977518.7490826,8649098,0.10000000149011612
1665978222.0553432,8726024,0.10000000149011612
1665978746.3608894,8782388,0.10000000149011612
1665979043.0167785,8812317,0.10000000149011612
1665979164.3388004,8828778,0.10000000149011612
1665979357.4633236,8847609,0.10000000149011612
1665979427.8099725,8856910,0.10000000149011612
1665980147.9138708,8938660,0.10000000149011612
1665981664.2630825,9100948,0.10000000149011612
1665982542.0378537,9194795,0.10000000149011612
1665983163.6280353,9262876,0.10000000149011612
1665984111.3353283,9364192,0.10000000149011612
1665984541.7466843,9416294,0.10000000149011612
1665984772.162936,9441146,0.10000000149011612
1665985014.4493327,9466256,0.10000000149011612
1665985235.9161754,9489817,0.10000000149011612
1665985614.241542,9534223,0.10000000149011612
1665985664.225049,9540885,0.10000000149011612
1665985801.532502,9552769,0.10000000149011612
1665985942.9310954,9570957,0.10000000149011612
1665987475.4293904,9743994,0.10000000149011612
1665988616.4103158,9867383,0.10000000149011612
1665988768.736092,9887814,0.10000000149011612
1665989042.51157,9916735,0.10000000149011612
1665990070.226836,10034737,0.10000000149011612
1665991004.759471,10138186,0.10000000149011612
1665991733.1626918,10214366,0.10000000149011612
1665991926.231641,10239608,0.10000000149011612
1665992945.6314228,10348316,0.10000000149011612
1665993327.841772,10392024,0.10000000149011612
1665993594.7470896,10421942,0.10000000149011612
1665994182.9559193,10491345,0.10000000149011612
1665994506.0608191,10529441,0.10000000149011612
1665996058.1148133,10706251,0.10000000149011612
1665996139.526295,10717236,0.10000000149011612
1665996438.3460698,10751715,0.10000000149011612
1665996620.215472,10770727,0.10000000149011612
1665996711.4413438,10782227,0.10000000149011612
1665996817.4713507,10790395,0.10000000149011612
1665997112.758389,10822035,0.10000000149011612
1665997528.5101256,10870743,0.10000000149011612
1665998079.3428364,10931652,0.10000000149011612
1665998862.7430902,11016951,0.10000000149011612
1665999472.4080858,11086295,0.10000000149011612
1666000079.443942,11151428,0.10000000149011612
1666000096.5317602,11153652,0.10000000149011612
1666000937.0298183,11245750,0.10000000149011612
1666000943.6605883,11246630,0.10000000149011612
1666004245.8604295,11620392,0.10000000149011612
1666004579.6159797,11659053,0.10000000149011612
1666005492.9149625,11762186,0.10000000149011612
1666005989.2702067,11816533,0.10000000149011612
1666006969.345726,11925743,0.10000000149011612
1666007776.442607,12018746,0.10000000149011612
1666007826.2657056,12025409,0.10000000149011612
1666008197.2385762,12068429,0.10000000149011612
1666008826.7553027,12138528,0.10000000149011612
1666008870.629986,12144501,0.10000000149011612
1666009344.8275466,12194914,0.10000000149011612
1666009363.0256789,12197433,0.10000000149011612
1666010952.0152314,12374301,0.10000000149011612
1666011025.714537,12383834,0.10000000149011612
1666011365.227443,12421180,0.10000000149011612
1666012704.312076,12571007,0.10000000149011612
1666012749.850597,12577302,0.10000000149011612
1666012917.7327447,12595203,0.10000000149011612
1666013484.068788,12662415,0.10000000149011612
1666014097.5329444,12732215,0.10000000149011612
1666015812.0120907,12925727,0.10000000149011612
1666015905.9204428,12937701,0.10000000149011612
1666016515.8161592,13004698,0.10000000149011612
1666017019.4186604,13062046,0.10000000149011612
1666017129.6223898,13071781,0.10000000149011612
1666017796.8097913,13148322,0.10000000149011612
1666017817.4330022,13151002,0.10000000149011612
1666018110.669576,13183053,0.10000000149011612
1666018472.7537107,13221060,0.10000000149011612
1666020219.411151,13418277,0.10000000149011612
1666020487.2159364,13447423,0.10000000149011612
1666020629.8247123,13466046,0.10000000149011612
1666020838.3126392,13488890,0.10000000149011612
1666020905.248676,13498027,0.10000000149011612
1666020990.4196513,13509721,0.10000000149011612
1666021755.12618,13595633,0.10000000149011612
1666024759.2099288,13933667,0.10000000149011612
1666025546.209357,14025844,0.10000000149011612
1666025870.2602403,14060156,0.10000000149011612
1666026678.625537,14155602,0.10000000149011612
1666027174.8630173,14213848,0.10000000149011612
1666027197.3499568,14216938,0.10000000149011612
1666027438.9508936,14244815,0.10000000149011612
1666028442.2435102,14360714,0.10000000149011612
1666028888.5453346,14411431,0.10000000149011612
1666029331.345806,14466581,0.10000000149011612
1666029874.6647303,14531637,0.10000000149011612
1666030346.1477485,14585411,0.10000000149011612
